Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,,
"California Polytechnic State University, San Luis Obispo",Agricultural Systems Management (Agricultural Systems Management - General),68,University of California-Los Angeles,Earth and Environmental Science,1344,"California State University, Fresno",Animal Science (Dairy Science),99,"California State University, Bakersfield",Art (Art Education),216,California State University San Marcos,Art Media and Design (Art and Visual Culture),321,University of California-Davis,Music,2810,San Diego State University,Art (Multimedia),264,"California State University, San Bernardino",Music (Instrumental Performance),2841,"California State University, Long Beach",Biology (Biology Education),475,"California State University, Bakersfield",Political Science (Pre-Law),3263,"California State University, Northridge",Deaf Studies (General),1312,University of California-San Diego,Earth Sciences,1353,"California State University, Stanislaus",Liberal Studies (Physics and Physical Sciences),2503,"California State University, Dominguez Hills",Biochemistry (Biochemistry - General),378,Sonoma State University,Biochemistry (Biochemistry - General),385,"California State University, Long Beach",Computer Engineering Technology (Computer Engineering Technology - General),1154,University of California-Merced,Bioengineering,403,San Diego State University,Electrical Engineering (Electrical Engineering - General),1471,University of California-Santa Cruz,Robotics Engineering,3450,University of California-Davis,Civil Engineering,993,San Diego State University,Chicana and Chicano Studies (Chicana and Chicano Studies - General),907,"California State University, Monterey Bay",Humanities and Communication (Ethnic and Gender Studies),2101,"California Polytechnic State University, San Luis Obispo",Philosophy (Ethics of Science and Technology),3082,University of California-Berkeley,East Asian Languages and Cultures â€” Chinese,1363,Sonoma State University,Anthropology (Anthropology - General),126,"California State University, Monterey Bay",Humanities and Communication (Journalism and Media Studies),2103,California State University Channel Islands,Communication (Environmental Communication),1064,"California State University, San Bernardino",Political Economy (General),3224,University of California-San Diego,Sociology,3526,University of California-Los Angeles,Linguistics,2534,"California State Polytechnic University, Pomona",Apparel Merchandising and Management (Fashion Retailing),169,San Diego State University,Business Administration (Accounting),576,"California State University, Northridge",Business Administration (Marketing),733,San José State University,Packaging (Packaging),3058,"California State University, Sacramento",Nutrition and Food (Nutrition and Food - General),3030,San Diego State University,Psychology (Applied Arts (AA-T only) (San Diego Campus)),3298,San Diego State University,Microbiology (Clinical Laboratory Science),2781,"California State University, Monterey Bay",Kinesiology (Exercise Science),2294,University of California-Los Angeles,Statistics (Pre),3657,"California State University, Dominguez Hills",Liberal Studies (Mathematics),2488,University of California-Irvine,Economics,1382,,
"California State University, Stanislaus",Agriculture (Agricultural Business),69,"California State University, Northridge",Environmental and Occupational Health (General),1580,"California Polytechnic State University, San Luis Obispo",Dairy Science (Dairy Science - General),1281,"California State University, Chico",Art (Art Education),217,California State University San Marcos,Art Media and Design (Digital and Media Arts),322,University of California-Irvine,Music,2811,"California State University, Fullerton",Art (Studio/Performance) (Creative Photography and Experimental Media),289,"California State University, Stanislaus",Music (Instrumental Performance),2842,"California State Polytechnic University, Humboldt",Biology (Science Education),517,"California State University, East Bay",Political Science (Pre-Law),3264,"California State University, Fresno",Deaf Studies (Interpreting),1313,University of California-San Diego,Earth Sciences,1354,"California State University, Bakersfield",Natural Sciences (Physics and Engineering),2950,"California State University, East Bay",Biochemistry (Biochemistry - General),379,"California State University, East Bay",Biochemistry (Biochemistry - No Concentration),386,"California State University, Los Angeles",Computer Information Systems (Information Technology),1159,University of California-Merced,Bioengineering,404,San Francisco State University,Electrical Engineering (Electrical Engineering - General),1472,"California State University, Monterey Bay",Computer Science (Network and Security),1203,University of California-Davis,Civil Engineering,994,San José State University,Chicana and Chicano Studies (Chicana and Chicano Studies + Single Subject Credential + MAT),908,"California State University, Bakersfield",Interdisciplinary Studies (Women Gender and Sexuality Studies),2170,"California State University, Sacramento",Philosophy (Ethics Politics and Law),3083,"California State Polytechnic University, Humboldt",International Studies (Chinese Studies),2205,"California State University, Fresno",Anthropology (Anthropology),127,"California State University, Monterey Bay",Humanities and Communication (Legal Studies),2104,California State University San Marcos,Communication (General),1065,University of California-Berkeley,Political Science,3225,University of California-Santa Barbara,Sociology,3527,University of California-Los Angeles,"Linguistics, Applied",2535,"California State Polytechnic University, Pomona",Apparel Merchandising and Management (Textiles),170,San Francisco State University,Business Administration (Accounting),577,"California State University, Sacramento",Business Administration (Marketing),734,San Francisco State University,Apparel Design/Merchandising (Design),166,"California State University, Chico",Nutrition and Food Sciences (Food and Nutrition Communication),3031,"California State University, San Bernardino",Psychology (Biological Psychology),3299,University of California-San Diego,Psychology with Specialization in Clinical Psychology,3335,"California State University, Northridge",Kinesiology (Exercise Science),2295,"California State University, East Bay",Statistics (Statistics - General),3658,"California State University, Sacramento",Liberal Studies (Mathematics),2489,University of California-Merced,Economics,1383,,
"California State University, Stanislaus",Agriculture (Agricultural Education),70,"California State University, Northridge",Environmental and Occupational Health (Industrial Hygiene),1581,University of California-Davis,Entomology,1574,"California State Polytechnic University, Humboldt",Art (Art Education),218,"California Polytechnic State University, San Luis Obispo",Biomedical Engineering (Mechanical Design),533,University of California-Riverside,Music,2812,"California State University, Stanislaus",Art (Video and Time Based Media),300,"California State University, Stanislaus",Music (Jazz Performance),2844,University of California-Irvine,Biology/Education,525,"California Polytechnic State University, San Luis Obispo",Political Science (Pre-Law),3265,"California State University, Sacramento",Gerontology (Gerontology - General),1925,University of California-Santa Barbara,Earth Sciences,1355,"California State University, Fresno",Natural Sciences (Physics),2951,"California State University, Fullerton",Biochemistry (Biochemistry - General),380,"California State University, East Bay",Biochemistry (Chemistry Education),387,"California State University, Northridge",Computer Information Technology (General),1160,University of California-Riverside,Bioengineering,405,"California Polytechnic State University, San Luis Obispo",Electrical Engineering (Electrical Engineering - General),1473,San José State University,Engineering Technology (Computer Network System Management),1503,University of California-Irvine,Civil Engineering,995,San José State University,Chicana and Chicano Studies (Chicana and Chicano Studies),909,San Diego State University,Lesbian Gay Bisexual Transgender Queer and Plus (LGBTQ+) Studies (Lesbian Gay Bisexual Transgender Queer and Plus (LGBTQ+) Studies),2394,"California State Polytechnic University, Pomona",Philosophy (General Philosophy),3084,University of California-Riverside,Languages and Literatures/Chinese,2364,"California State Polytechnic University, Humboldt",Anthropology (Anthropology),128,"California State University, Monterey Bay",Humanities and Communication (Philosophy and Applied Ethics),2105,California State University Channel Islands,Communication (Health Communication),1066,University of California-Davis,Political Science,3226,University of California-Santa Cruz,Sociology,3528,University of California-Los Angeles,"Linguistics, Applied",2536,"California State Polytechnic University, Humboldt",Applied Fire Science & Management (Applied Fire Science & Management),174,San José State University,Business Administration (Accounting),578,San Diego State University,Business Administration (Marketing),735,San Francisco State University,Apparel Design/Merchandising (Merchandising),167,"California State University, Chico",Nutrition and Food Sciences (General Dietetics),3032,"California State University, Los Angeles",Psychology (degree completion program) (Psychology (degree completion program) - General - DTLA Campus),3300,"California State University, Bakersfield",Child Adolescent and Family Studies (Future Academic Studies for Teachers),924,"California State University, San Bernardino",Kinesiology (Exercise Science),2296,"California State University, Monterey Bay",Statistics (Statistics - General),3659,"California Polytechnic State University, San Luis Obispo",Liberal Studies (Mathematics),2490,University of California-Merced,Economics,1384,,
"California Polytechnic State University, San Luis Obispo",Bioresource and Agricultural Engineering (Bioresource and Agricultural Engineering - General),540,"California State Polytechnic University, Pomona",Environmental Biology (Environmental Biology - General),1582,University of California-Davis,Entomology,1575,"California State University, Long Beach",Art (Art Education),219,"California State University, Chico",Communication Design (Communication Design - General),1080,University of California-San Diego,Music,2813,University of California-Santa Cruz,Art and Design: Games and Playable Media,304,"California State University, Los Angeles",Music (Keyboard Performance),2852,"California State University, East Bay",Chemistry (Chemistry Education),868,University of California-San Diego,Political Science: Public Law,3281,San Diego State University,Gerontology (Gerontology),1926,University of California-Santa Cruz,Earth Sciences,1356,"California State University, Stanislaus",Physical Sciences (Applied Physics),3131,"California State University, Long Beach",Biochemistry (Biochemistry - General),381,"California State University, Bakersfield",Biochemistry (Food Science),388,"California State University, Dominguez Hills",Computer Technology (General),1217,University of California-Riverside,Bioengineering,406,California State University San Marcos,Electrical Engineering (Electrical Engineering - General),1474,University of California-Santa Cruz,Network and Digital Technology,2957,University of California-Los Angeles,Civil Engineering,996,"California State University, Los Angeles",Chicana(o) and Latina(o) Studies (Elementary Subject Matter Teacher Preparation: Integrated),910,"California State University, Chico",Multicultural and Gender Studies (General),2806,"California State University, Sacramento",Philosophy (General Philosophy),3085,University of California-Berkeley,Classical Languages,1020,San José State University,Anthropology (Anthropology),129,"California State University, Fullerton",Humanities and Social Sciences (Online Degree Completion),2106,"California State University, Los Angeles",Communication (Health Communication),1067,University of California-Irvine,Political Science,3227,University of California-San Diego,Sociology â€” American Studies,3529,University of California-Riverside,Linguistics,2537,California State University Channel Islands,Business (Management),557,"California Polytechnic State University, San Luis Obispo",Business Administration (Accounting),579,San Francisco State University,Business Administration (Marketing),736,"California State Polytechnic University, Pomona",Apparel Merchandising and Management (Apparel Production and Management),168,"California State University, Chico",Nutrition and Food Sciences (Nutrition Management),3033,"California State University, Stanislaus",Psychology (Developmental Psychology),3301,"California State University, Bakersfield",Child Adolescent and Family Studies (General),925,"California Polytechnic State University, San Luis Obispo",Kinesiology (Exercise Science),2297,San Diego State University,Statistics (Statistics - General),3660,"California State University, Stanislaus",Liberal Studies (Mathematics),2491,University of California-Riverside,Economics,1385,,
"California State University, Bakersfield",Business Administration (Agricultural Business),584,University of California-San Diego,Environmental Chemistry,1583,University of California-Riverside,Entomology,1576,"California State University, Los Angeles",Art (Art Education),220,"California State University, Monterey Bay",Communication Design (Interactive Media and Game Design),1081,University of California-Santa Cruz,Music,2814,University of California-Santa Cruz,Art and Design: Games and Playable Media,305,"California State University, Fresno",Music (Music-Instrumental Performance),2891,San Diego State University,Chemistry (Chemistry Integrated Teacher Education Program),869,University of California-San Diego,Sociology â€” Law and Society,3533,California State University Channel Islands,Health Science (Health Science Emphasis in Gerontology),1979,San Francisco State University,Earth Sciences (Earth Sciences - General),1357,University of California-Berkeley,Physics,3135,"California State University, Long Beach",Biochemistry (Biochemistry - General),382,"California State University, Fresno",Biochemistry (General),389,"California State University, Dominguez Hills",Computer Technology (Homeland Security),1218,University of California-San Diego,Bioengineering,407,Sonoma State University,Electrical Engineering (Electrical Engineering - General),1475,"California State University, Monterey Bay",Computer Science (Software Engineering),1205,University of California-Berkeley,Civil Engineering & Business Administration,997,"California State University, Los Angeles",Chicana(o) and Latina(o) Studies (Elementary Subject Matter Teacher Preparation: Traditional),911,"California State University, Chico",Multicultural and Gender Studies (Multicultural and Gender Studies (Online Degree Completion)),2807,"California State University, Stanislaus",Philosophy (General Track),3086,San Diego State University,Classics (Classical Languages with Honors),1027,San José State University,Anthropology (Anthropology),130,University of California-San Diego,Music Humanities,2930,San Diego State University,Communication (Liberal Arts),1068,University of California-Merced,Political Science,3228,University of California-San Diego,Sociology â€” Culture and Communication,3530,University of California-San Diego,Linguistics,2538,"California State University, Fullerton",Business Administration (Entertainment & Hospitality Management),616,California State University San Marcos,Business Administration (Accounting),580,San José State University,Business Administration (Marketing),737,"California State Polytechnic University, Pomona",Apparel Merchandising and Management (Fashion Retailing),169,"California State University, Northridge",Nutrition Dietetics and Food Science (Food Science),3034,"California State University, East Bay",Psychology (Ergonomics and Human Factors),3302,"California State University, Northridge",Child and Adolescent Development (Applied Developmental Science),926,Sonoma State University,Kinesiology (Exercise Science),2298,San Francisco State University,Statistics (Statistics - General),3661,University of California-Davis,Mathematical Analytics and Operations Research,2625,University of California-San Diego,Economics,1386,,
"California State University, Bakersfield",Economics (Agricultural Business),1393,University of California-San Diego,Environmental Chemistry,1584,University of California-Riverside,Entomology,1577,"California State University, Sacramento",Art (Art Education),221,"California State University, Monterey Bay",Communication Design (Visual Design),1082,"California State University, Northridge",Music (Breadth Studies),2815,California State University San Marcos,Art Media and Design (Art and Visual Culture),321,"California State University, Dominguez Hills",Music (Performance),2895,California State University San Marcos,Chemistry (Education),878,"California State University, Los Angeles",Sociology (Law and Society),3555,"California State University, East Bay",Human Development (Adult Development and Gerontology (Online Degree Completion)),2065,San Francisco State University,Earth Sciences (Earth Sciences - General),1358,University of California-Davis,Physics,3136,"California State University, Sacramento",Biochemistry (Biochemistry - General),383,"California State University, Los Angeles",Biochemistry (General),390,"California State University, Dominguez Hills",Computer Technology (Professional),1219,University of California-Berkeley,Bioengineering & Business Administration,408,San José State University,Electrical Engineering (Electrical Engineering),1476,"California State University, Northridge",Information Systems (Software Technology),2133,"California State University, East Bay",Civil Engineering (Civil Engineering - General),998,"California State University, Los Angeles",Chicana(o) and Latina(o) Studies (General),912,"California State University, Chico",Multicultural and Gender Studies (Women's Studies),2808,"California State University, Bakersfield",Philosophy (General),3087,University of California-Berkeley,French,1784,"California State Polytechnic University, Pomona",Anthropology (Applied Anthropology),131,University of California-Irvine,Business Information Management (see Interdisciplinary Studies),783,"California State University, Los Angeles",Communication (Mass Communication),1069,University of California-Riverside,Political Science,3229,University of California-San Diego,Sociology â€” Economy and Society,3531,University of California-San Diego,Linguistics,2539,"California State University, Chico",Business Administration (Entrepreneurship and Small Business Management),618,Sonoma State University,Business Administration (Accounting),581,California State University San Marcos,Business Administration (Marketing),738,"California State Polytechnic University, Pomona",Apparel Merchandising and Management (Textiles),170,"California State University, Northridge",Nutrition Dietetics and Food Science (Nutrition and Dietetics),3035,"California State University, Stanislaus",Psychology (Experimental Psychology),3303,San José State University,Child and Adolescent Development (Child and Adolescent Development BA+ Early Child Special Education Credential+ Special Education MA),927,San Diego State University,Kinesiology (Fitness Specialist),2299,"California Polytechnic State University, San Luis Obispo",Statistics (Statistics - General),3662,University of California-Davis,Mathematical and Scientific Computation,2626,University of California-San Diego,Economics,1387,,
"California State University, Bakersfield",Engineering (Biosystems and Agricultural Engineering),1492,"California Polytechnic State University, San Luis Obispo",Environmental Earth and Soil Sciences (Geology),1585,University of California-Riverside,Entomology,1578,"California State University, San Bernardino",Art (Art Education),222,"California State University, Monterey Bay",Communication Design (Web Design),1083,"California State University, Fresno",Music (Choral/Vocal),2816,California State University San Marcos,Art Media and Design (Digital and Media Arts),322,"California State Polytechnic University, Humboldt",Music (Performance),2896,San José State University,Child and Adolescent Development (Child and Adolescent Development BA+ Early Child Special Education Credential+ Special Education MA),927,"California State University, Los Angeles",Business Administration (Business Prelegal),602,"California State University, East Bay",Human Development (Adult Development and Gerontology),2066,University of California-Santa Cruz,Earth Sciences/Anthropology,1359,University of California-Davis,"Physics, Applied",3137,San Francisco State University,Biochemistry (Biochemistry - General),384,"California State University, Northridge",Biochemistry (General),391,"California State Polytechnic University, Pomona",Electromechanical Systems Engineering Technology (Electromechanical Systems Engineering Technology - General),1487,University of California-Berkeley,Bioengineering | Business Administration,409,"California State University, Bakersfield",Electrical Engineering (Energy and Power Engineering),1477,University of California-Irvine,Software Engineering,3589,"California State University, Fullerton",Civil Engineering (Civil Engineering - General),999,University of California-Davis,Chicana/Chicano Studies,913,San José State University,Sociology (Women Gender and Sexuality Studies),3586,"California State University, Los Angeles",Philosophy (General),3088,University of California-Davis,French,1785,"California State University, Dominguez Hills",Anthropology (Applied),132,University of California-Berkeley,Interdisciplinary Studies,2146,"California State University, East Bay",Communication (Media Production),1070,University of California-San Diego,Political Science,3230,University of California-San Diego,Sociology â€” International Studies,3532,University of California-Santa Barbara,Linguistics,2540,"California Polytechnic State University, San Luis Obispo",Business Administration (Financial Management),645,"California State University, Stanislaus",Business Administration (Accounting),582,Sonoma State University,Business Administration (Marketing),739,"California State University, Northridge",Family and Consumer Sciences (Apparel Design and Merchandising),1725,San José State University,Nutritional Science (Applied Nutrition and Food Sciences),3042,"California State University, San Bernardino",Psychology (General Psychology),3304,San José State University,Child and Adolescent Development (Child and Adolescent Development),928,"California State University, Long Beach",Kinesiology (Fitness),2300,Sonoma State University,Statistics (Statistics - General),3663,University of California-Santa Barbara,Mathematical Sciences,2627,University of California-Santa Barbara,Economics,1388,,
"California State University, Fresno",Industrial Technology (Industrial Technology-Agricultural Systems Management),2123,"California Polytechnic State University, San Luis Obispo",Environmental Earth and Soil Sciences (Hydrology),1586,University of California-Riverside,Entomology,1579,"California State Polytechnic University, Humboldt",Art (Art History and Museum Studies),223,University of California-Santa Cruz,Computer Science: Computer Game Design,1213,"California State University, Los Angeles",Music (Commercial Music),2817,University of California-Davis,Cinema and Digital Media,979,"California State University, Long Beach",Music (Performance),2897,San Francisco State University,Child and Adolescent Development (Early Care and Education),930,"California State University, Fullerton",Business Administration (Legal Studies),691,"California State University, Los Angeles",Sociology (Social Gerontology),3560,University of California-Irvine,Earth System Science,1360,University of California-Irvine,Physics,3138,Sonoma State University,Biochemistry (Biochemistry - General),385,"California Polytechnic State University, San Luis Obispo",Biochemistry (General),392,"California State Polytechnic University, Pomona",Electronic Systems Engineering Technology (Electronic Systems Engineering Technology),1488,University of California-San Diego,Bioengineering: Bioinformatics,410,"California State University, Los Angeles",Electrical Engineering (General),1478,"California Polytechnic State University, San Luis Obispo",Software Engineering (Software Engineering - General),3590,"California State University, Long Beach",Civil Engineering (Civil Engineering - General),1000,"California State University, Dominguez Hills",Chicana/o Studies (GENERAL),914,San Francisco State University,Women and Gender Studies (Women and Gender Studies - General),3779,"California State University, Northridge",Philosophy (General),3089,University of California-Irvine,French,1786,"California State University, Sacramento",Anthropology (Archaeology and Biological Anthropology),133,"California State University, Dominguez Hills",Interdisciplinary Studies (American Studies),2147,"California State University, San Bernardino",Communication (Media Studies),1071,University of California-Santa Barbara,Political Science,3231,University of California-San Diego,Sociology â€” Law and Society,3533,University of California-Santa Cruz,Linguistics,2541,Sonoma State University,Business Administration (Financial Management),646,San José State University,Business Administration (Corporate Accounting and Finance),608,"California State University, Stanislaus",Business Administration (Marketing),740,"California State University, Fresno",Fashion Merchandising (Fashion Merchandising - General),1730,San José State University,Nutritional Science (Applied Nutrition and Food Sciences/Nutritional Science 4+1),3043,"California State University, Los Angeles",Psychology (General),3305,San Francisco State University,Child and Adolescent Development (Community Health and Social Services),929,"California State Polytechnic University, Pomona",Kinesiology (General),2301,San José State University,Statistics (Statistics),3664,University of California-Berkeley,Mathematics,2628,University of California-Santa Cruz,Economics,1389,,
University of California-Davis,International Agricultural Development,2178,University of California-Berkeley,Environmental Earth Science,1587,"California State University, Fullerton",Biological Science (Marine Biology),421,San Francisco State University,Art (Art History and Studio Art),224,University of California-Davis,Design,1314,"California State University, Fresno",Music (Composition),2818,University of California-Davis,Cinema and Digital Media,980,"California State Polytechnic University, Pomona",Music (Performance),2898,"California State University, Sacramento",Child and Adolescent Development (Educational Contexts),932,"California State University, Stanislaus",Criminal Justice (Criminal Legal Studies),1249,"California State University, Sacramento",Exercise Science (Clinical Exercise and Rehabilitation),1716,San José State University,Earth System Science (Earth System Science - General),1361,University of California-Los Angeles,Physics,3139,"California State University, East Bay",Biochemistry (Biochemistry - No Concentration),386,California State University San Marcos,Biochemistry (General),393,"California State University, Long Beach",Electronics Engineering Technology (Electronics Engineering Technology - General),1489,University of California-San Diego,Bioengineering: BioSystems,411,"California State University, Northridge",Electrical Engineering (General),1479,California State University San Marcos,Software Engineering (Software Engineering - General),3591,"California State University, Sacramento",Civil Engineering (Civil Engineering - General),1001,California State University Channel Islands,Chicana/o Studies: Transborder Communities (Chicana/o Studies: Transborder Communities - General),915,"California State University, Fullerton",Women and Gender Studies (Women and Gender Studies),3780,"California State University, San Bernardino",Philosophy (General),3090,University of California-Los Angeles,French,1787,"California State University, Dominguez Hills",Anthropology (Archaeology),134,"California State University, Dominguez Hills",Interdisciplinary Studies (Comparative Cultures),2148,"California State Polytechnic University, Pomona",Communication (Multimedia Journalism),1072,University of California-Davis,Political Science â€” Public Service,3232,"California State University, Fullerton",Sociology - online (Sociology - online - General),3534,"California State University, Fresno",Linguistics (Computational Linguistics),2542,"California State University, East Bay",Business Administration (General Management),656,"California State University, East Bay",Business Administration (online degree completion) (Accounting),742,"California State University, East Bay",Business Administration (online degree completion) (Marketing Management),747,"California State University, Long Beach",Fashion Merchandising and Design (Fashion Design),1731,San José State University,Nutritional Science (Food Management),3047,"California State University, Northridge",Psychology (General),3306,San Francisco State University,Child and Adolescent Development (Early Care and Education),930,"California State University, Stanislaus",Kinesiology (General),2302,University of California-Santa Barbara,Statistics and Data Science,3665,University of California-Berkeley,"Mathematics, Applied",2629,University of California-Santa Cruz,Economics,1390,,
University of California-Davis,International Agricultural Development,2179,University of California-Berkeley,Environmental Economics and Policy,1588,"California State University, Northridge",Biology (Marine Biology),501,"California State University, East Bay",Art (Art History and Visual Studies),225,University of California-Davis,Design,1315,"California State Polytechnic University, Humboldt",Music (Composition),2819,"California State University, Northridge",Cinema and Television Arts (Emerging Media Production),982,San Diego State University,Music (Performance),2899,San Francisco State University,Child and Adolescent Development (Elementary Education Teaching Pre-Credential),933,"California State University, Monterey Bay",Humanities and Communication (Legal Studies),2104,"California State University, Stanislaus",Exercise Science (Rehabilitation Science),1721,"California Polytechnic State University, San Luis Obispo",Environmental Earth and Soil Sciences (Geology),1585,University of California-Merced,Physics,3140,"California State University, East Bay",Biochemistry (Chemistry Education),387,"California Polytechnic State University, San Luis Obispo",Biochemistry (Polymers and Coatings),394,"California State University, Northridge",Engineering Management Technology (General),1500,University of California-San Diego,Bioengineering: Biotechnology,412,"California Polytechnic State University, San Luis Obispo",Electrical Engineering (Power),1480,"California State Polytechnic University, Humboldt",Software Engineering (Software Engineering),3592,San Diego State University,Civil Engineering (Civil Engineering - General),1002,"California State University, Northridge",Chicano and Chicana Studies (Double Major),916,"California State University, Sacramento",Women's and Gender Studies (Women's and Gender Studies - General),3781,"California Polytechnic State University, San Luis Obispo",Philosophy (General),3091,University of California-Santa Barbara,French,1788,"California State Polytechnic University, Pomona",Anthropology (Archaeology),135,San José State University,Interdisciplinary Studies (Educational and Community Leadership),2149,California State University Channel Islands,Communication (Organizational Communication),1073,"California Polytechnic State University, San Luis Obispo",Political Science (American Politics),3233,University of California-Davis,Sociology â€” Organizational Studies,3535,"California State University, Fresno",Linguistics (General Lingustics),2543,"California State University, Fullerton",Business Administration (General Management),657,"California State University, Bakersfield",Economics (Accounting),1391,"California State University, Fresno",Business Administration (Sports Marketing),769,"California State University, Long Beach",Fashion Merchandising and Design (Fashion Merchandising),1732,San José State University,Nutritional Science (Food Management/Nutritional Science 4+1),3048,"California Polytechnic State University, San Luis Obispo",Psychology (General),3307,"California State University, Northridge",Child and Adolescent Development (Early Childhood Development),931,"California State University, Fullerton",Kinesiology (Gerokinesiology),2303,"California State University, Fresno",Business Administration (Data Analytics),609,University of California-Davis,Mathematics,2630,"California State University, Bakersfield",Economics (Accounting),1391,,
University of California-Davis,International Agricultural Development,2180,University of California-Berkeley,Environmental Economics and Policy,1589,San Diego State University,Biology (Marine Biology),502,California State University Channel Islands,Art (Art History Digital Art),226,University of California-Davis,Design,1316,"California State University, Long Beach",Music (Composition),2820,"California State University, Northridge",Cinema and Television Arts (Entertainment Media Management),983,San José State University,Music (Performance),2900,San Diego State University,Child Development (Early Childhood Special Education Integrated Teacher Education Program),956,University of California-Berkeley,Legal Studies,2392,"California State University, Los Angeles",Kinesiology (Rehabilitation and Therapeutic Exercise),2336,"California Polytechnic State University, San Luis Obispo",Environmental Earth and Soil Sciences (Hydrology),1586,University of California-Merced,Physics,3141,"California State University, Bakersfield",Biochemistry (Food Science),388,University of California-Davis,Biochemistry and Molecular Biology,395,San José State University,Engineering Technology (Computer Network System Management),1503,University of California-Davis,Biological Systems Engineering,460,"California Polytechnic State University, San Luis Obispo",Electrical Engineering (Radio Frequency Microwaves Photonics),1481,San José State University,Software Engineering (Software Engineering),3593,San Francisco State University,Civil Engineering (Civil Engineering - General),1003,"California State University, Northridge",Chicano and Chicana Studies (General),917,Sonoma State University,Women's and Gender Studies (Women's and Gender Studies - General),3782,"California State University, Stanislaus",Philosophy (Graduate School Track),3092,"California State University, Chico",French (French - General),1789,California State University San Marcos,Anthropology (Archaeology),136,"California State University, Dominguez Hills",Interdisciplinary Studies (Environmental Studies),2150,"California State University, Los Angeles",Communication (Organizational Communication),1074,"California State University, Los Angeles",Political Science (General),3234,University of California-San Diego,Sociology â€” Science and Medicine,3536,"California State University, Northridge",Linguistics (General),2544,"California State University, Sacramento",Business Administration (General Management),658,"California Polytechnic State University, San Luis Obispo",Economics (Accounting),1392,"California State University, Bakersfield",Chemistry (Management and Marketing),894,"California State University, Sacramento",Fashion Merchandising and Management (Fashion Merchandising and Management - General),1733,"California State University, Los Angeles",Nutritional Science (Food Science),3049,"California State University, Stanislaus",Psychology (General),3308,"California State University, Sacramento",Child and Adolescent Development (Educational Contexts),932,"California State Polytechnic University, Humboldt",Kinesiology (Health Promotion (4+1)),2304,"California Polytechnic State University, San Luis Obispo",Computer Science (Data Engineering),1189,University of California-Irvine,Mathematics,2631,"California Polytechnic State University, San Luis Obispo",Economics (Accounting),1392,,
